FAA	ICAO	LATITUDE	LONGITITUDE	NAME	CITY	COUNTRY
ZTF	\N	41.046937	-73.541493	Stamford Amtrak Station	Stamford	United States
ZRP	\N	40.734722	-74.164167	Newark Penn Station	Newark	United States
	LHPA	47.3636	17.5008	Papa Airport	Papa	Hungary
NDZ	KNDZ	53.768612	8.644722	Cuxhaven Airport	Cuxhaven	Germany
VOK	KVOK	43.938956	-90.253433	Volk Fld	Camp Douglas	United States
BFT	KBFT	32.41083	-80.635	BFT County Airport	Beauford	United States
UAB	KUAB	37.00028	35.41833	Adana-Incirlik Airbase	Adana	Turkey
GUC	KGUC	38.533889	-106.933056	Gunnison - Crested Butte	Gunnison	United States
SIA	ZLSN	34.3767	109.12	Xi\\'An Xiguan	Xi\\'AN	China
TOA	KTOA	33.803392	-118.339611	Zamperini Field Airport	Torrance	United States
MBL	KMBL	44.2725	-86.246944	Manistee County-Blacker Airport	Manistee	United States
	PHIK	21.318681	-157.922427	Hickam Air Force Base	Honolulu	United States
PGD	KPGD	26.919722	-81.990556	Charlotte County-Punta Gorda Airport	Punta Gorda	United States
JGC	\N	35.96666666	-112.13333333	Grand Canyon Heliport	Grand Canyon	United States
WFK	KFVE	47.285556	-68.312778	Northern Aroostook Regional Airport	Frenchville	United States
JHW	KJHW	42.153333	-79.258056	Chautauqua County-Jamestown	Jamestown	United States
YTM	CYFJ	46.409444	-74.78	Riviere Rouge - Mont-Tremblant International Inc. Airport	Mont-Tremblant	Canada
SME	KSME	37.053611	-84.615556	Lake Cumberland Regional Airport	Somerset	United States
SHD	KSHD	38.263889	-78.896389	Shenandoah Valley Regional Airport	Weyers Cave	United States
DVL	KDVL	48.114444	-98.908611	Devils Lake Regional Airport	Devils Lake	United States
DIK	KDIK	46.7975	-102.801944	Dickinson Theodore Roosevelt Regional Airport	Dickinson	United States
SDY	KSDY	47.706944	-104.1925	Sidney-Richland Municipal Airport	Sidney	United States
CDR	KCDR	42.8375	-103.095556	Chadron Municipal Airport	Chadron	United States
AIA	KAIA	42.053333	-102.803889	Alliance Municipal Airport	Alliance	United States
MCK	KMCK	40.206389	-100.592222	McCook Regional Airport	McCook	United States
MTH	KMTH	24.726111	-81.051389	Florida Keys Marathon Airport	Marathon	United States
GDV	KGDV	47.138611	-104.807222	Dawson Community Airport	Glendive	United States
OLF	KOLF	48.094444	-105.575	LM Clayton Airport	Wolf Point	United States
WYS	KWYS	44.688333	-111.1175	Yellowstone Airport	West Yellowstone	United States
ALS	KALS	37.435	-105.866667	San Luis Valley Regional Airport	Alamosa	United States
CNY	KCNY	38.755	-109.754722	Canyonlands Field	Moab	United States
ELY	KELY	39.299722	-114.841944	Ely Airport	Ely	United States
VEL	KVEL	40.440833	-109.51	Vernal Regional Airport	Vernal	United States
SRR	KSRR	33.46285	-105.534751	Sierra Blanca Regional Airport	Ruidoso	United States
SOW	KSOW	34.265556	-110.005556	Show Low Regional Airport	Show Low	United States
MYL	KMYL	44.889722	-116.101389	McCall Municipal Airport	McCall	United States
SMN	KSMN	45.123889	-113.881389	Lemhi County Airport	Salmon	United States
MMH	KMMH	37.624049	-118.837772	Mammoth Yosemite Airport	Mammoth Lakes	United States
FRD	KFHR	48.521944	-123.024444	Friday Harbor Airport	Friday Harbor	United States
ESD	KORS	48.708056	-122.910556	Orcas Island Airport	Eastsound	United States
OTS	\N	48.498889	-122.6625	Anacortes Airport	Anacortes	United States
AST	KAST	46.157972	-123.878694	Astoria Regional Airport	Astoria	United States
ONP	KNOP	44.580361	-124.057917	Newport Municipal Airport	Newport	United States
EMK	PAEM	62.786111	-164.490833	Emmonak Airport	Emmonak	United States
UNK	PAUN	63.888333	-160.798889	Unalakleet Airport	Unalakleet	United States
UUK	PAKU	70.330833	-149.5975	Ugnu-Kuparuk Airport	Kuparuk	United States
SHX	PAHX	62.692222	-159.569167	Shageluk Airport	Shageluk	United States
CHU	PACH	61.579167	-159.215556	Chuathbaluk Airport	Chuathbaluk	United States
NUI	PAQT	70.21	-151.005556	Nuiqsut Airport	Nuiqsut	United States
EEK	PAEE	60.213611	-162.043889	Eek Airport	Eek	United States
KUK	PFKA	60.873333	-162.524444	Kasigluk Airport	Kasigluk	United States
KWT	PFKW	60.790278	-161.443611	Kwethluk Airport	Kwethluk	United States
KWK	PAGG	59.876389	-163.168611	Kwigillingok Airport	Kwigillingok	United States
MLL	PADM	61.8646418	-162.026111	Marshall Don Hunter Sr. Airport	Marshall	United States
RSH	PARS	61.775	-161.319444	Russian Mission Airport	Russian Mission	United States
WTL	\N	60.335278	-162.666944	Tuntutuliak Airport	Tuntutuliak	United States
KEK	\N	59.356944	-157.471111	Ekwok Airport	Ekwok	United States
KGK	PAJZ	59.726667	-157.259444	Koliganek Airport	Koliganek	United States
KLL	\N	59.128056	-156.858611	Levelock Airport	Levelock	United States
KMO	PAMB	58.990278	-159.05	Manokotak Airport	Manokotak	United States
TWA	\N	59.074444	-160.275	Twin Hills Airport	Twin Hills	United States
CIK	PACI	66.645	-143.74	Chalkyitsik Airport	Chalkyitsik	United States
EAA	PAEG	64.778056	-141.149722	Eagle Airport	Eagle	United States
HUS	PAHU	66.039167	-154.264722	Hughes Airport	Hughes	United States
HSL	PAHL	65.697778	-156.351389	Huslia Airport	Huslia	United States
LIV	\N	65.531111	-148.541111	Livingood Airport	Livingood	United States
MNT	\N	65.143611	-149.37	Minto Airport	Minto	United States
NUL	PANU	64.729444	-158.074167	Nulato Airport	Nulato	United States
RMP	\N	65.507778	-150.140833	Rampart Airport	Rampart	United States
TAL	\N	65.179556	-152.075833	Tanana Airport	Tanana	United States
VEE	PAVE	67.008611	-146.366389	Venetie Airport	Venetie	United States
WBQ	PAWB	66.362222	-147.406667	Beaver Airport	Beaver	United States
CEM	PACE	65.573889	-144.780833	Central Airport	Central	United States
SHG	PAGH	66.888056	-157.1625	Shungnak Airport	Shungnak	United States
KBC	\N	66.256708	-145.815319	Birch Creek Airport	Brich Creek	United States
CXF	\N	67.251389	-150.176111	Coldfoot Airport	Coldfoot	United States
IYK	KIYK	35.658889	-117.829444	Inyokern Airport	Inyokern	United States
VIS	KVIS	36.318611	-119.392778	Visalia Municipal Airport	Visalia	United States
MCE	KMCE	37.284722	-120.513889	Merced Municipal Airport	Merced	United States
CYR	SUCA	-34.4564	-57.7706	Laguna de Los Patos International Airport	Colonia	Uruguay
	SULO	-33.963882	-58.288612	Camelo	Camelo	Uruguay
CPQ	SDAM	-22.8592	-47.1082	Amarais Airport	Campinas	Brazil
	KGYR	33.423725	-112.374456	Phoenix Goodyear	Goodyear	United States
	\N	40.659444	-111.4997222	Park City	Park City	United States
TWB	YTWB	-27.542778	151.916389	Toowoomba	Toowoomba	Australia
	YLLE	-27.408333	141.808333	Ballera	Ballera	Australia
	YGAT	-27.5583000183	152.3419952393	Gatton	Gatton	Australia
AYK	UAUR	50.2395	66.941	Arkalyk Airport	Arkalyk	Kazakhstan
	ZZ06	53.542369	9.981592	Hamburger Hafen	Hamburg	Germany
	ZZ05	54.455802	11.109273	Flugplatz Fehmarn-Neujellingsdorf	Neujellingsdorf	Germany
	EDTN	48.3676	9.2863	Nabern Teck	Kirchheim-Teck	Germany
AGN	PAGN	57.503611	-134.585	Angoon Seaplane Base	Angoon	United States
ELV	PAEL	58.195278	-136.3475	Elfin Cove Seaplane Base	Elfin Cove	United States
TKE	\N	57.779722	-135.218333	Tenakee Seaplane Base	Tenakee Springs	United States
PEC	\N	57.955278	-136.236389	Pelican Seaplane Base	Pelican	United States
CYM	\N	57.515	-134.946111	Chatham Seaplane Base	Sitka	United States
FNR	PANR	58.254444	-134.897778	Funter Bay Seaplane Base	Funter Bay	United States
EXI	\N	58.420556	-135.449167	Excursion Inlet Seaplane Base	Excursion Inlet	United States
HNH	PAOH	58.096111	-135.409722	Hoonah Airport	Hoonah	United States
AFE	PAFE	56.961389	-133.910278	Kake Airport	Kake	United States
CGA	\N	55.478889	-133.147778	Craig Seaplane Base	Craig	United States
HYL	\N	55.481667	-132.646111	Hollis Seaplane Base	Hollis	United States
MTM	PAMM	55.131111	-131.578056	Metlakatla Seaplane Base	Metakatla	United States
KTB	\N	55.688056	-132.536667	Thorne Bay Seaplane Base	Thorne Bay	United States
HYG	PAHY	55.206389	-132.828333	Hydaburg Seaplane Base	Hydaburg	United States
WHD	\N	55.903333	-130.006667	Hyder Seaplane Base	Hyder	United States
KPB	\N	56.351944	-133.6225	Point Baker Seaplane Base	Point Baker	United States
PPV	\N	56.328889	-133.61	Port Protection Seaplane Base	Port Protection	United States
WWP	\N	56.116389	-133.121667	North Whale Seaplane Base	North Whale Pass	United States
KCQ	\N	56.255	-158.775278	Chignik Lake Airport	Chignik Lake	United States
EGX	PAII	58.185556	-157.375556	Egegik Airport	Egegik	United States
KCL	\N	56.311111	-158.534167	Chignik Lagoon Airport	Chignik Lagoon	United States
KBW	\N	56.295556	-158.401398	Chignik Bay Seaplane Base	Chignik	United States
KPV	PAPE	55.906667	-159.160833	Perryville Airport	Perryville	United States
PIP	PAPN	57.585393	-157.571944	Pilot Point Airport	Pilot Point	United States
WSN	PFWS	58.702222	-157.0025	South Naknek Airport	South Naknek	United States
AKK	PAKH	56.938611	-154.1825	Akhiok Airport	Akhiok	United States
KYK	PAKY	57.566944	-154.450278	Karuluk Airport	Karluk	United States
KLN	PALB	57.535	-153.976667	Larsen Bay Airport	Larsen Bay	United States
OLH	\N	57.218056	-153.269722	Old Harbor Airport	Old Harbor	United States
KOZ	\N	57.922876	-152.500511	Ouzinkie Airport	Ouzinkie	United States
ORI	\N	57.885278	-152.846111	Port Lions Airport	Port Lions	United States
ALZ	\N	56.899444	-154.247778	Alitak Seaplane Base	Lazy Bay	United States
AOS	\N	57.471389	-153.815278	Amook Bay Seaplane Base	Amook Bay	United States
KKB	\N	58.190833	-152.370556	Kitoi Bay Seaplane Base	Kitoi Bay	United States
KMY	\N	57.025556	-154.145833	Moser Bay Seaplane Base	Moser Bay	United States
KOY	\N	57.161389	-154.229722	Olga Bay Seaplane Base	Olga Bay	United States
KPY	\N	57.93	-153.040556	Port Bailey Seaplane Base	Port Bailey	United States
KPR	\N	58.49	-152.582222	Port Williams Seaplane Base	Port Williams	United States
SYB	\N	58.166667	-152.5	Seal Bay Seaplane Base	Seal Bay	United States
WSJ	\N	57.730278	-153.320556	San Juan - Uganik Seaplane Base	San Juan	United States
KWP	\N	57.77	-153.548889	West Point Village Seaplane Base	West Point	United States
KZB	\N	57.55	-153.75	Zachar Bay Seaplane Base	Zachar Bay	United States
ABL	PAFM	67.106389	-157.8575	Ambler Airport	Ambler	United States
BKC	PABL	65.981667	-161.149167	Buckland Airport	Buckland	United States
IAN	PAIK	66.975833	-160.436667	Bob Baker Memorial Airport	Kiana	United States
OBU	PAOB	66.912222	-156.897222	Kobuk Airport	Kobuk	United States
ORV	PFNO	66.8175	-161.022222	Robert Curtis Memorial Airport	Noorvik	United States
WLK	PASK	66.6	-159.985833	Selawik Airport	Selawik	United States
KTS	PFKT	65.331389	-166.465833	Brevig Mission Airport	Brevig Mission	United States
ELI	PFEL	64.615	-162.270556	Elim Airport	Elim	United States
GLV	PAGL	64.550556	-163.007222	Golovin Airport	Golovin	United States
TLA	PATE	65.240278	-166.339444	Teller Airport	Teller	United States
WAA	PAIW	65.6225	-168.095	Wales Airport	Wales	United States
WMO	PAWM	64.689167	-163.412778	White Mountain Airport	White Mountain	United States
CIL	\N	64.897778	-163.703333	Council Airport	Council	United States
KKA	PAKK	64.939444	-161.154167	Koyuk Alfred Adams Airport	Koyuk	United States
SMK	PAMK	63.49	-162.110278	St. Michael Airport	St. Michael	United States
SKK	PFSH	64.371111	-161.223889	Shaktoolik Airport	Shaktoolik	United States
WBB	\N	63.515833	-162.278056	Stebbins Airport	Stebbins	United States
TNC	PATC	65.563056	-167.921667	Tin City LRRS Airport	Tin City	United States
AKB	PAAK	52.220278	-174.206389	Atka Airport	Atka	United States
IKO	PAKO	52.941667	-168.848889	Nikolski Air Station	Nikolski	United States
ICY	\N	59.968889	-141.661667	Icy Bay Airport	Icy Bay	United States
CYT	PACY	60.081901	-142.493611	Yakataga Airport	Yakataga	United States
AUK	PAUK	62.68	-164.66	Alakanuk Airport	Alakanuk	United States
SXP	\N	62.520556	-164.847778	Sheldon Point Airport	Nunam Iqua	United States
KPN	PAKI	59.933056	-164.030556	Kipnuk Airport	Kipnuk	United States
KFP	PAKF	54.8475	-163.410278	False Pass Airport	False Pass	United States
NLG	PAOU	56.0075	-161.160278	Nelson Lagoon	Nelson Lagoon	United States
PML	PAAL	56.006111	-160.560833	Port Moller Airport	Cold Bay	United States
KLW	PAKW	55.579167	-133.076111	Klawock Airport	Klawock	United States
KWN	PAQH	59.755	-161.845278	Quinhagak Airport	Quinhagak	United States
KOT	PFKO	63.030556	-163.532778	Kotlik Airport	Kotlik	United States
KYU	PFKU	64.875833	-157.730556	Koyukuk Airport	Koyukuk	United States
SCM	PACM	61.845278	-165.571389	Scammon Bay Airport	Scammon Bay	United States
NNL	PANO	59.966944	-154.851667	Nondalton Airport	Nondalton	United States
PDB	\N	59.782222	-154.1325	Pedro Bay Airport	Pedro Bay	United States
NUP	\N	60.905833	-162.439167	Nunapitchuk Airport	Nunapitchuk	United States
KKH	PADY	59.960833	-162.881111	Kongiganak Airport	Kongiganak	United States
NIB	PAFS	63.010833	-154.383889	Nikolai Airport	Nikolai	United States
TCT	\N	62.971944	-156.082778	Takotna Airport	Takotna	United States
PQS	\N	61.934444	-162.899444	Pilot Station Airport	Pilot Station	United States
AKI	PFAK	60.902778	-161.230556	Akiak Airport	Akiak	United States
TLT	\N	61.096944	-160.969444	Tuluksak Airport	Tuluksak	United States
KGX	\N	62.894444	-160.065	Grayling Airport	Grayling	United States
AIN	PAWI	70.638056	-159.994722	Wainwright Airport	Wainwright	United States
APZ	SAHZ	-38.9755	-70.113581	ZAPALA	ZAPALA	Argentina
RDS	\N	-37.390617	-68.904211	Rincon de los Sauces	Rincon de los Sauces	Argentina
OLN	\N	-45.6	-69.083333	Colonia Sarmiento	Colonia Sarmiento	Argentina
	\N	-54.276667	-36.511667	Grytvyken	Grytvyken	South Georgia and the Islands
RYO	\N	-51.533333	-72.3	Rio Turbio	Rio Turbio	Argentina
PNT	SCNT	-51.733333	-72.516667	Puerto Natales	Puerto Natales	Chile
CVI	\N	-46.4333	-67.5333	Caleta Olivia	Caleta Olivia	Argentina
	\N	-47.033333	-67.25	Fitz Roy	El Chalten	Argentina
SGV	SAVS	-41.592	-65.341	Sierra Grande	Sierra Grande	Argentina
IGB	SAVJ	-41.3	-69.5833	Ingeniero Jacobacci	Ingeniero Jacobacci	Argentina
	\N	-47.533333	-71.75	Lago Posadas	Lago Posadas	Argentina
ELX	\N	-49.328889	-72.93	El Chalten	El Chalten	Argentina
NCN	PFCB	60.077222	-147.991944	Chenega Bay Airport	Chenega	United States
CZN	\N	62.071111	-142.048333	Chisana Airport	Chisana	United States
6K8	PFTO	63.329444	-142.953611	Tok Junction Airport	Tok	United States
IRC	PACR	65.827778	-144.076111	Circle City Airport	Circle	United States
KCC	\N	56.014722	-132.833889	Coffman Cove Seaplane Base	Coffman Cove	United States
CKD	\N	61.867778	-158.135	Crooked Creek Airport	Crooked Creek	United States
RDV	\N	61.788056	-157.350278	Red Devil Airport	Red Devil	United States
SLQ	PASL	61.700566	-157.165833	Sleetmute Airport	Sleetmute	United States
SRV	\N	61.7875	-156.591111	Stony River 2 Airport	Stony River	United States
HKB	PAHV	63.8675	-148.968889	Healy River Airport	Healy	United States
KAE	\N	56.973056	-133.945556	Kake Seaplane Base	Kake	United States
AQC	PAQC	55.554658	-133.101693	Klawock Seaplane Base	Klawock	United States
MHM	PAMH	63.886111	-152.301944	Minchumina Airport	Lake Minchumina	United States
MLY	PAML	64.9975	-150.644167	Manley Hot Springs Airport	Manley Hot Springs	United States
STG	\N	56.577222	-169.663611	St. George Airport	St. George	United States
TEK	\N	60.8725	-146.691111	Tatitlek Airport	Tatitlek	United States
WFB	\N	55.344444	-131.663333	Ketchikan harbor Seaplane Base	Ketchikan	United States
	\N	45.87	-63.461111	Fox Harbour Airport	Fox Harbour	Canada
	CNH2	55.913889	-61.184444	Natuashish Airport	Natuashish	Canada
YSO	CCD4	54.910278	-59.785278	Postville Airport	Postville	Canada
YWB	CYKG	61.588611	-71.929444	Kangiqsujuaq - Wakeham Bay Airport	Kangiqsujuaq	Canada
YTF	CYTF	48.508611	-71.641389	Alma Airport	Alma	Canada
YGV	CYGV	50.281944	-63.611389	Havre Saint-Pierre Airport	Havre-Saint-Pierre	Canada
YXK	CYXK	48.478056	-68.496944	Rimouski Airport	Rimouski	Canada
	\N	3.578742	72.902075	Vakarufahli Island	Vakarufahli Island	Maldives
	\N	3.578742	72.902075	Vakarufalhi Island	Vakarufalhi Island	Maldives
XTL	CYBQ	58.706111	-98.512222	Tadoule Lake Airport	Tadoule Lake	Canada
XLB	CZWH	58.614167	-101.468889	Lac Brochet Airport	Lac Brochet	Canada
XSI	CZSN	56.792778	-98.907222	South Indian Lake Airport	South Indian Lake	Canada
YBT	CYBT	57.889444	-101.679167	Brochet Airport	Brochet	Canada
ZGR	CZGR	52.045	-95.466111	Little Grand Rapids Airport	Little Grand Rapids	Canada
YCR	CYCR	54.610833	-97.760278	Cross Lake - Charlie Sinclair Memorial Airport	Cross Lake	Canada
YRS	CYRS	54.167222	-93.557222	Red Sucker Lake Airport	Red Sucker Lake	Canada
YOP	CYOP	58.491389	-119.407778	Rainbow Lake Airport	Rainbow Lake	Canada
YBY	CYBF	54.304722	-110.741111	Bonnyville Airport	Bonnyville	Canada
ZNA	CAC8	49.183333	-123.95	Nanaimo Harbour Water Airport	Nanaimo	Canada
	CAX6	48.85	-123.5	Ganges Water Aerodrome	Ganges	Canada
	\N	48.75	-123.233333	Bedwell Harbour Water Aerdrome	Bedwell Harbour	Canada
XQU	\N	49.337222	-124.393889	Qualicum Beach Airport	Qualicum Beach	Canada
YJM	CYJM	54.397222	-124.262778	Fort St. James - Perison Airport	Fort St. James	Canada
YDT	CZBB	49.073889	-123.0075	Boundary Bay Airport	Boundary Bay	Canada
	CYNJ	49.101111	-122.630556	Langley Regional Airport	Langley Township	Canada
ZEL	CYJQ	52.139722	-128.063611	Bella Bella Airport	Bella Bella	Canada
YHS	\N	49.460556	-123.718611	Sechelt Aerodrome	Sechelt-Gibsons	Canada
	CFJ2	64.190833	-114.076667	Wekweeti Airport	Wekweeti	Canada
	MM52	25.651944	-108.538056	Campo Cuatro Milpas Airport	Guasave	Mexico
	MMCD	28.0375	-115.189444	Isla de Cedros Airport	Cedros	Mexico
	MMSL	22.9475	-109.937081	Cabo San Lucas International Airport	Cabo San Lucas	Mexico
	\N	27.705278	-114.911111	Bahia Tortugas Airfield	Bahia Tortugas	Mexico
PVP	\N	27.093056	-112.098889	Palo Verde Airport	San Bruno	Mexico
	\N	4.531313889	73.373325	Ziyaraifushi	Ziyaraifushi	Maldives
ZYR	\N	50.8	4.4	Brussels Gare du Midi	Brussels	Belgium
CYC	\N	17.683611	-88.045	Caye Chapel Airport	Caye Chapel	Belize
BGK	\N	16.516667	-88.416667	Big Creek Airport	Big Creek	Belize
DGA	\N	16.966667	-88.216667	Dangriga Airport	Dangriga	Belize
PLJ	\N	16.536944	-88.361667	Placencia Airport	Placencia	Belize
SJX	\N	18.355556	-88.130833	Sartaneja Airport	Sarteneja	Belize
	\N	15.314722	-91.476111	Huehuetenango Airport	Huehuetenango	Guatemala
RNI	MNCI	12.168611	-83.0675	Corn Island Airport	Corn Island	Nicaragua
BZA	MNBZ	14.041667	-84.630556	Bonanza Airport	Bonanza	Nicaragua
RFS	MNRT	13.897222	-84.404722	Rosita Airport	Rosita	Nicaragua
SIU	MNSI	13.716667	-84.776944	Siuna Airport	Siuna	Nicaragua
WSP	MNWP	14.737778	-83.975833	Waspam Airport	Waspam	Nicaragua
	MNSC	11.133333	-84.783333	San Carols Airport	San Carlos	Nicaragua
RIK	MRCR	9.866667	-85.483333	Carrillo Airport	Carrillo	Costa Rica
FUS	FUSS	47.585	10.6866	Fussen	Fussen	Germany
	\N	16.791389	-62.193333	John A. Osborne Airport	Montserrat	Montserrat
	MDJS	18.81	-69.79	Monte Plata Batley Juan Sanchez Field	Monte Plata	Dominican Republic
COZ	MDCZ	18.907626	-70.719852	Constanza Airport	Constanza	Dominican Republic
NEG	MKNG	18.34	-78.335556	Negril Aerodrome	Negril	Jamaica
EBO	\N	51.478506	7.222781	Bochum Railway	Bochum	Germany
KFB	\N	47.874	10.6294	Fliegerhost 	Kaufbeuren	Germany
ZMU	\N	48.1408	11.555	Munich Railway	Munich	Germany
ZAQ	\N	49.446389	11.081944	Nuernberg Railway	Nuernberg	Germany
RVR	TJRV	18.245278	-65.643333	Jose Aponte de la Torre Airport	Ceiba	Puerto Rico
RLO	\N	-32.349803	-65.179932	Aeropuerto Internacional Valle del Conlara	Merlo	Argentina
	VI22	18.338611	-64.940833	Charlotte Amalie Harbor	Charlotte Amalie	Virgin Islands
SSB	\N	17.747222	-64.705	Christiansted Harbor Seaplane Base	Christiansted	Virgin Islands
ARR	SAVR	-45.016667	-70.816667	Alto Rio Senguer Airport	Alto Rio Senguer	Argentina
JSM	SAWS	-44.016667	-70.466667	Jose de San Martin Airport	Jose de San Martin	Argentina
UYU	SLUY	-20.466667	-66.833333	Uyuni Airport	Uyuni	Bolivia
ZAU	\N	48.3655	10.8863	Augsburg Railway	Augsburg	Germany
ZMA	\N	49.479633	8.469858	Mannheim Railway	Mannheim	Germany
ZES	\N	51.451389	7.013889	Essen Railway	Essen	Germany
RBQ	SLRQ	-14.4275	-67.498056	Rurrenabaque Airport	Rerrenabaque	Bolivia
	\N	40.05	-76.31	Lancaster Amtrak Station	Lancaster	United States
	\N	40.01	-75.29	Ardmore Amtrak Station	Ardmore	United States
ABF	NGAB	1.8	173.04	Abaiang Atoll Airport	Abaiang Atoll	Kiribati
	\N	40.568	-74.3275	Metropark Amtrak Station	Iselin	United States
CPS	\N	38.5707244	-90.1562211	St. Louis Downtown Airport	East St. Louis	United States
	SMAF	4.9982	-54.9919	Afobaka Airstrip	Afobaka	Suriname
	SMDU	2.5232	-56.3241	Alalapadu Airstrip	Alapadu	Suriname
ABN	SMBN	5.516667	-54.05	Albina Airstrip	Albina	Suriname
	SMLA	3.416667	-54.033333	Lawa Anapaike Airstrip	Anapaike	Suriname
	SMPT	3.5017	-55.0614	Apetina Airstrip	Apetina	Suriname
BTO	\N	4.233333	-55.45	Botopassi Airstrip	Botopasi	Suriname
DOE	\N	4.016667	-55.483333	Djoemoe Airstrip	Djoemoe	Suriname
DRJ	SMDA	4.11667	-54.66667	Drietabbetje Airstrip	Drietabbetje	Suriname
	SMKA	4.406	-57.223	Kabalebo Airstrip	Kabalebo	Suriname
	SMKE	3.1	-56.483	Kayser Airstrip	Kayser	Suriname
	SMSM	2.33333	-56.783333	Kwamelasemoetoe Airstrip	Kwamelasemoetoe	Suriname
	SMMO	5.616667	-54.4	Moengo Airstrip	Moengo	Suriname
ICK	SMNI	5.955556	-57.039444	Majoor Henry Fernandes Airport	Nieuw Nickerie	Suriname
OEM	SMPA	5.811111	-55.190833	Vincent Fayks Airport	Paloemeu	Suriname
	SMSK	4.9	-55.083333	Sarakreek Airstrip	Sarakreek	Suriname
	SMSI	1.96605	-56.0035	Sipaliwini Airstrip	Sipaliwini	Suriname
SMZ	SMST	4.35	-54.41667	Stoelmans Eiland Airstrip	Stoelmans Eiland	Suriname
TOT	SMCO	5.865833	-56.3275	Totness Airstrip	Totness	Suriname
AGI	SMWA	5.76667	-56.63333	Wageningen Airstrip	Wageningen	Suriname
KIA	PSKA	5.163333	-59.483333	Kaieteur International Airport	Kaieteur Falls	Guyana
CSC	MRCA	10.414	-85.0917	Codela Airport	Guapiles	Costa Rica
	\N	37.0228	-76.4519	Newport News Amtrak Station	Newport News	United States
	\N	45.529	-122.6768	Portland Union Station	Portland	United States
ORJ	SYOR	4.7	-60.016667	Orinduik Airport	Orinduik	Guyana
NAI	SYAN	3.95	-59.133333	Annai Airport	Annai	Guyana
	SYAP	4.033333	-58.583333	Apoteri Airport	Apoteri	Guyana
IMB	SYIB	5.69252	-60.28198	Imbaimadai Airport	Imbaimadai	Guyana
KAR	SYKM	5.865278	-60.614167	Kamarang Airport	Kamarang	Guyana
USI	SYMB	8.2	-59.783333	Mabaruma Airport	Mabaruma	Guyana
MHA	SYMD	5.266667	-59.15	Mahdia Airport	Mahdia	Guyana
PJC	SGPJ	-22.641389	-55.829722	Dr. Augusto Roberto Fuster International Airport	Pedro Juan Caballero	Paraguay
ACD	SKAD	8.516667	-77.3	Alcides Fernandez Airport	Acandi	Colombia
RVE	SKSA	6.916667	-71.9	Los Colonizadores Airport	Saravena	Colombia
LCR	\N	-0.733333	-73.016667	La Chorrera Airport	La Chorrera	Colombia
	UEBB	67.648	134.695	Batagay Airport	Batagay	Russia
LMC	\N	2.179167	-73.7875	La Macarena	La Macarena	Colombia
VGZ	SKVG	0.978889	-76.605556	Villa Garzon Airport	Villa Garzon	Colombia
EBG	SKEB	7.596389	-74.808889	El Bagre Airport	El Bagre	Colombia
CAQ	SKCU	7.968333	-75.198333	Juan H. White	Caucasia	Colombia
COG	SKCD	5.071667	-76.676389	Mandinga Airport	Condoto	Colombia
TLU	SKTL	9.511944	-75.586389	Golfo de Morrosquillo Airport	Tolu	Colombia
CFB	SBCB	-22.921667	-42.074167	Cabo Frio International Airport	Cabo Frio	Brazil
	\N	44.1871	-73.4519	Westport Amtrak Station	Westport	United States
	\N	40.21889	-74.75417	Trenton Amtrak Station	Trenton	United States
OPS	SWSI	-11.885	-55.586	Sinop Airport	Sinop	Brazil
GRP	SWGI	-11.728889	-49.068889	Gurupi Airport	Gurupi	Brazil
CMP	SNKE	-9.505	-50.625	Campo Alegre Airport	Santana do Araguaia	Brazil
BVS	SNVS	-1.681944	-50.48	Breves Airport	Breves	Brazil
SFK	SNSW	-0.716944	-48.522778	Soure Airport	Soure	Brazil
PIN	SWPI	-2.627778	-56.735833	Julio Belem Airport	Parintins	Brazil
BRA	SNBR	-12.083333	-45	Barreiras Airport	Barreiras	Brazil
STZ	SWST	-10.47	-50.502778	Confresa Airport	Santa Terezinha	Brazil
MQH	SBMC	-13.526944	-48.220556	Minacu Airport	Minacu	Brazil
AUX	SWGN	-7.228333	-48.240833	Araguaina Airport	Araguaina	Brazil
NVP	SWNA	-5.121389	-60.380556	Novo Aripuana Airport	Novo Aripuana	Brazil
LVR	SWFE	-13.05	-55.910833	Bom Futuro Airport	Lucas do Rio Verde	Brazil
FRC	SIMK	-20.538611	-47.400833	Franca Airport	Franca	Brazil
DOU	SSDO	-22.220833	-54.805833	Dourados Airport	Dourados	Brazil
LBR	SWLB	-7.258889	-64.797778	Labrea Airport	Labrea	Brazil
ROO	SWRD	-16.466667	-54.633333	Rondonopolis Airport	Rondonopolis	Brazil
GPB	SBGU	-25.383333	-51.45	Tancredo Thomaz de Faria Airport	Guarapuava	Brazil
JCB	SSJA	-27.172778	-51.500833	Joacaba Airport	Joacaba	Brazil
	\N	39.9969556	-75.1487722	North Philadelphia Amtrak Station	Philadelphia	United States
	\N	57.1436	-2.0985	Aberdeen Railway Station	Aberdeen	United Kingdom
	\N	55.8622	-4.2512	Glasgow Railway Station	Glasgow	United Kingdom
ZXE	\N	55.952	-3.189	Edinburgh Waverly Station	Edinburgh	United Kingdom
	\N	54.9686	-1.6171	Newcastle Railway Station	Newcastle Upon Tyne	United Kingdom
	\N	53.794	-1.547	Leeds Railway Station	Leeds	United Kingdom
	\N	53.477	-2.23	Manchester Picadilly Station	Manchester	United Kingdom
